scaffold8	11846
scaffold22	14736
scaffold44	12682
scaffold50	19195
scaffold52	12148
scaffold53	10757
scaffold59	20611
scaffold69	17075
scaffold77	15814
scaffold81	10276
scaffold87	10762
scaffold91	12239
scaffold92	18837
scaffold95	16211
scaffold111	11626
scaffold114	34798
scaffold141	17940
scaffold143	20776
scaffold144	10109
scaffold145	10446
scaffold158	16810
scaffold179	20247
scaffold194	14416
scaffold207	10068
scaffold210	10691
scaffold212	15148
scaffold218	26268
scaffold290	17155
scaffold292	11952
scaffold297	16818
scaffold300	12185
scaffold304	42001
scaffold310	14146
scaffold318	13344
scaffold328	13913
scaffold331	11102
scaffold335	12456
scaffold339	10724
scaffold348	10592
scaffold353	11378
scaffold372	11485
scaffold387	12393
scaffold394	11962
scaffold396	19694
scaffold402	10765
scaffold412	11735
scaffold414	20012
scaffold418	12297
scaffold426	14985
scaffold432	30901
scaffold434	13037
scaffold438	13722
scaffold439	10736
scaffold444	13402
scaffold445	34485
scaffold454	17260
scaffold460	12015
scaffold466	10791
scaffold468	10991
scaffold475	24261
scaffold477	11370
scaffold485	11033
scaffold492	24528
scaffold494	32660
scaffold509	10578
scaffold511	12286
scaffold516	11750
scaffold520	12961
scaffold528	30689
scaffold536	26135
scaffold551	14383
scaffold552	11767
scaffold554	11063
scaffold556	12254
scaffold567	16079
scaffold582	10551
scaffold611	12943
scaffold614	16509
scaffold650	11720
scaffold681	10978
scaffold687	19644
scaffold691	20080
scaffold715	25024
scaffold717	14339
scaffold737	15871
scaffold753	13195
scaffold754	12126
scaffold756	10060
scaffold758	30454
scaffold763	24632
scaffold773	12209
scaffold781	11240
scaffold785	16942
scaffold789	22962
scaffold800	10881
scaffold801	11065
scaffold802	14757
scaffold806	17201
scaffold809	22187
scaffold817	22136
scaffold818	12841
scaffold820	23931
scaffold821	19126
scaffold824	12996
scaffold825	22346
scaffold838	15885
scaffold844	14685
scaffold847	10902
scaffold853	11773
scaffold854	12025
scaffold860	14256
scaffold868	12597
scaffold871	32873
scaffold877	11780
scaffold893	12785
scaffold899	14562
scaffold901	29546
scaffold907	32154
scaffold916	20007
scaffold933	33603
scaffold942	19593
scaffold946	10674
scaffold947	15432
scaffold959	10072
scaffold965	14684
scaffold974	13291
scaffold975	10914
scaffold990	11399
scaffold992	15886
scaffold1002	12975
scaffold1004	19706
scaffold1023	21723
scaffold1036	25486
scaffold1038	14581
scaffold1047	14806
scaffold1050	13359
scaffold1052	12804
scaffold1053	20962
scaffold1061	14893
scaffold1063	23656
scaffold1083	19735
scaffold1085	10876
scaffold1093	14101
scaffold1102	15289
scaffold1109	11329
scaffold1113	20886
scaffold1122	11736
scaffold1139	12490
scaffold1153	17244
scaffold1154	12821
scaffold1155	16481
scaffold1162	10286
scaffold1164	17709
scaffold1179	10502
scaffold1185	14737
scaffold1187	12875
scaffold1195	30212
scaffold1196	14689
scaffold1210	16997
scaffold1219	15075
scaffold1224	40328
scaffold1229	10876
scaffold1237	11505
scaffold1242	13367
scaffold1247	11388
scaffold1248	10044
scaffold1280	21050
scaffold1301	12650
scaffold1322	10646
scaffold1328	11025
scaffold1329	15350
scaffold1330	16117
scaffold1343	16929
scaffold1355	10875
scaffold1392	22198
scaffold1399	19772
scaffold1407	12091
scaffold1411	17464
scaffold1420	13744
scaffold1432	13575
scaffold1433	12599
scaffold1443	11373
scaffold1445	13284
scaffold1449	12971
scaffold1458	12944
scaffold1476	14386
scaffold1486	15133
scaffold1489	11561
scaffold1493	11090
scaffold1494	10790
scaffold1504	11003
scaffold1524	11766
scaffold1530	17317
scaffold1539	27816
scaffold1550	11611
scaffold1558	10213
scaffold1562	15580
scaffold1593	11920
scaffold1594	15385
scaffold1605	10652
scaffold1607	13941
scaffold1608	39090
scaffold1610	16593
scaffold1612	21757
scaffold1615	10669
scaffold1623	15029
scaffold1634	18527
scaffold1635	18592
scaffold1648	17560
scaffold1650	17366
scaffold1653	17196
scaffold1661	12226
scaffold1662	14564
scaffold1663	14217
scaffold1666	26401
scaffold1671	10819
scaffold1687	14755
scaffold1693	13073
scaffold1713	11597
scaffold1715	29248
scaffold1725	31911
scaffold1726	18994
scaffold1729	10524
scaffold1738	15805
scaffold1748	11166
scaffold1751	16919
scaffold1767	15884
scaffold1769	12378
scaffold1782	10346
scaffold1784	16629
scaffold1785	26783
scaffold1792	19877
scaffold1800	10499
scaffold1812	11740
scaffold1816	11243
scaffold1826	10809
scaffold1830	12747
scaffold1842	17714
scaffold1845	10410
scaffold1880	11346
scaffold1897	12954
scaffold1907	11671
scaffold1938	10144
scaffold1941	18494
scaffold1942	10657
scaffold1956	20357
scaffold1961	14707
scaffold1964	18726
scaffold1967	16460
scaffold1977	11597
scaffold1985	33666
scaffold1992	18385
scaffold1993	10069
scaffold2007	35473
scaffold2011	16401
scaffold2013	22262
scaffold2017	14371
scaffold2020	12045
scaffold2026	10308
scaffold2028	10895
scaffold2040	13980
scaffold2044	10919
scaffold2060	16153
scaffold2087	17903
scaffold2098	13381
scaffold2103	19032
scaffold2114	16979
scaffold2128	19533
scaffold2131	18207
scaffold2132	14237
scaffold2143	22270
scaffold2145	22829
scaffold2153	59408
scaffold2184	13985
scaffold2186	13610
scaffold2200	15549
scaffold2217	17683
scaffold2224	11954
scaffold2238	13355
scaffold2239	15369
scaffold2247	16176
scaffold2252	15598
scaffold2276	10554
scaffold2278	15132
scaffold2279	11226
scaffold2287	14571
scaffold2295	21189
scaffold2311	12478
scaffold2328	11611
scaffold2332	11014
scaffold2340	21172
scaffold2351	34763
scaffold2367	14311
scaffold2375	14556
scaffold2381	14833
scaffold2382	10943
scaffold2396	12674
scaffold2409	10962
scaffold2410	14476
scaffold2414	13195
scaffold2418	10234
scaffold2457	13482
scaffold2473	13907
scaffold2477	12313
scaffold2497	43992
scaffold2502	14536
scaffold2515	11495
scaffold2540	17549
scaffold2586	32692
scaffold2610	34297
scaffold2612	15931
scaffold2637	10701
scaffold2640	11033
scaffold2653	12345
scaffold2659	12138
scaffold2691	13606
scaffold2697	10152
scaffold2698	12861
scaffold2700	20493
scaffold2728	12136
scaffold2763	11257
scaffold2768	15849
scaffold2771	11875
scaffold2775	15508
scaffold2778	10259
scaffold2783	10362
scaffold2795	18126
scaffold2803	11470
scaffold2809	18548
scaffold2811	13253
scaffold2817	16129
scaffold2824	10308
scaffold2839	11044
scaffold2853	11291
scaffold2868	12731
scaffold2870	14053
scaffold2881	25322
scaffold2886	15112
scaffold2890	11492
scaffold2893	14793
scaffold2911	15636
scaffold2951	19495
scaffold2958	22431
scaffold2964	11084
scaffold2971	26008
scaffold2981	13186
scaffold3005	10357
scaffold3010	10819
scaffold3032	11055
scaffold3037	21162
scaffold3038	24133
scaffold3047	14788
scaffold3072	22930
scaffold3073	14507
scaffold3075	30722
scaffold3077	11036
scaffold3113	21625
scaffold3118	16705
scaffold3123	28918
scaffold3130	13843
scaffold3137	11868
scaffold3149	12032
scaffold3150	13277
scaffold3157	20081
scaffold3169	19025
scaffold3175	12896
scaffold3182	18406
scaffold3191	18244
scaffold3194	10251
scaffold3197	17798
scaffold3199	18432
scaffold3208	24310
scaffold3225	10188
scaffold3237	24068
scaffold3241	14386
scaffold3248	10104
scaffold3253	32766
scaffold3255	13588
scaffold3269	10364
scaffold3270	12384
scaffold3271	18986
scaffold3309	13539
scaffold3314	13964
scaffold3318	12395
scaffold3319	14664
scaffold3329	11945
scaffold3345	10682
scaffold3350	13462
scaffold3357	10415
scaffold3361	11240
scaffold3367	10162
scaffold3372	19202
scaffold3373	10736
scaffold3382	26721
scaffold3413	15816
scaffold3434	13591
scaffold3456	10625
scaffold3460	10913
scaffold3486	11844
scaffold3499	10900
scaffold3501	21309
scaffold3507	20912
scaffold3517	12669
scaffold3523	10734
scaffold3533	13762
scaffold3544	16864
scaffold3553	11013
scaffold3558	20999
scaffold3559	10873
scaffold3562	12323
scaffold3570	14278
scaffold3571	12458
scaffold3584	12176
scaffold3592	10631
scaffold3622	14880
scaffold3628	14478
scaffold3635	16860
scaffold3637	11299
scaffold3651	18399
scaffold3653	10522
scaffold3663	10597
scaffold3698	42960
scaffold3699	11692
scaffold3700	17848
scaffold3708	21804
scaffold3732	14229
scaffold3739	21897
scaffold3748	10334
scaffold3760	19181
scaffold3761	14380
scaffold3767	29297
scaffold3769	16323
scaffold3782	13514
scaffold3783	18202
scaffold3797	13296
scaffold3798	35372
scaffold3809	17877
scaffold3818	11337
scaffold3832	15182
scaffold3841	23285
scaffold3850	10159
scaffold3872	14684
scaffold3873	32914
scaffold3875	19707
scaffold3876	11854
scaffold3923	10432
scaffold3926	20008
scaffold3931	23234
scaffold3934	12276
scaffold3963	11787
scaffold4024	23176
scaffold4059	10766
scaffold4075	15621
scaffold4088	24110
scaffold4110	11177
scaffold4114	13286
scaffold4119	22913
scaffold4129	13354
scaffold4133	13725
scaffold4139	12239
scaffold4142	14110
scaffold4143	10499
scaffold4147	27025
scaffold4150	13752
scaffold4152	32054
scaffold4157	15260
scaffold4181	23665
scaffold4190	18748
scaffold4191	12548
scaffold4202	11288
scaffold4214	10188
scaffold4219	12865
scaffold4220	12390
scaffold4226	18444
scaffold4236	13969
scaffold4243	10714
scaffold4244	10950
scaffold4250	10433
scaffold4261	14880
scaffold4312	14727
scaffold4325	14187
scaffold4348	18240
scaffold4355	19041
scaffold4358	11665
scaffold4380	17050
scaffold4396	18100
scaffold4409	10825
scaffold4425	10548
scaffold4432	16943
scaffold4487	35669
scaffold4510	11590
scaffold4511	13858
scaffold4562	13468
scaffold4579	14388
scaffold4609	12537
scaffold4633	18447
scaffold4634	10847
scaffold4639	20706
scaffold4649	21323
scaffold4673	12881
scaffold4676	14276
scaffold4688	17766
scaffold4715	27821
scaffold4733	17371
scaffold4736	17027
scaffold4746	11604
scaffold4765	19949
scaffold4788	10184
scaffold4792	21490
scaffold4800	13663
scaffold4806	19426
scaffold4814	11068
scaffold4825	20137
scaffold4827	11271
scaffold4831	10050
scaffold4834	11382
scaffold4842	10800
scaffold4846	10077
scaffold4848	15430
scaffold4852	15748
scaffold4853	12413
scaffold4855	18174
scaffold4856	18016
scaffold4877	11418
scaffold4883	12857
scaffold4903	15862
scaffold4911	10535
scaffold4916	26010
scaffold4918	19430
scaffold4922	10185
scaffold4931	10710
scaffold4944	37545
scaffold4946	14333
scaffold4965	12107
scaffold4975	11682
scaffold5007	12467
scaffold5017	10916
scaffold5022	16865
scaffold5025	10125
scaffold5027	16903
scaffold5050	11763
scaffold5054	29338
scaffold5070	11164
scaffold5081	12705
