>scaffold8 38.0
>scaffold22 34.8
>scaffold44 34.1
>scaffold50 36.8
>scaffold52 33.9
>scaffold53 22.9
>scaffold59 36.8
>scaffold69 35.7
>scaffold77 38.4
>scaffold81 30.3
>scaffold87 34.9
>scaffold91 38.5
>scaffold92 33.7
>scaffold95 35.8
>scaffold111 28.9
>scaffold114 34.4
>scaffold141 34.2
>scaffold143 33.6
>scaffold144 36.8
>scaffold145 34.2
>scaffold158 34.8
>scaffold179 38.2
>scaffold194 30.5
>scaffold207 24.9
>scaffold210 33.7
>scaffold212 31.5
>scaffold218 38.7
>scaffold290 41.2
>scaffold292 24.1
>scaffold297 30.5
>scaffold300 36.4
>scaffold304 35.6
>scaffold310 38.4
>scaffold318 34.8
>scaffold328 34.5
>scaffold331 35.0
>scaffold335 38.1
>scaffold339 37.2
>scaffold348 37.1
>scaffold353 39.4
>scaffold372 36.4
>scaffold387 37.1
>scaffold394 36.8
>scaffold396 38.2
>scaffold402 33.7
>scaffold412 33.7
>scaffold414 32.8
>scaffold418 32.4
>scaffold426 39.7
>scaffold432 31.0
>scaffold434 36.9
>scaffold438 29.8
>scaffold439 37.5
>scaffold444 40.2
>scaffold445 35.7
>scaffold454 35.5
>scaffold460 31.1
>scaffold466 34.4
>scaffold468 35.3
>scaffold475 37.9
>scaffold477 34.8
>scaffold485 31.6
>scaffold492 40.1
>scaffold494 33.6
>scaffold509 22.7
>scaffold511 40.3
>scaffold516 45.1
>scaffold520 31.7
>scaffold528 43.6
>scaffold536 38.3
>scaffold551 33.5
>scaffold552 33.4
>scaffold554 37.3
>scaffold556 42.1
>scaffold567 37.3
>scaffold582 40.0
>scaffold611 35.1
>scaffold614 29.8
>scaffold650 36.9
>scaffold681 38.3
>scaffold687 39.1
>scaffold691 36.0
>scaffold715 36.4
>scaffold717 20.9
>scaffold737 34.3
>scaffold753 44.0
>scaffold754 35.8
>scaffold756 32.3
>scaffold758 35.3
>scaffold763 37.5
>scaffold773 28.7
>scaffold781 37.2
>scaffold785 37.3
>scaffold789 41.3
>scaffold800 21.0
>scaffold801 33.0
>scaffold802 38.2
>scaffold806 18.7
>scaffold809 38.0
>scaffold817 39.9
>scaffold818 31.0
>scaffold820 20.5
>scaffold821 36.5
>scaffold824 34.1
>scaffold825 33.5
>scaffold838 36.9
>scaffold844 32.7
>scaffold847 31.7
>scaffold853 31.5
>scaffold854 30.9
>scaffold860 33.3
>scaffold868 35.2
>scaffold871 34.4
>scaffold877 34.4
>scaffold893 35.3
>scaffold899 31.0
>scaffold901 34.1
>scaffold907 37.1
>scaffold916 36.3
>scaffold933 33.8
>scaffold942 35.7
>scaffold946 36.3
>scaffold947 24.5
>scaffold959 23.0
>scaffold965 35.9
>scaffold974 20.6
>scaffold975 30.9
>scaffold990 34.0
>scaffold992 37.0
>scaffold1002 36.0
>scaffold1004 37.1
>scaffold1023 38.6
>scaffold1036 35.4
>scaffold1038 29.8
>scaffold1047 36.4
>scaffold1050 35.9
>scaffold1052 21.0
>scaffold1053 32.2
>scaffold1061 36.4
>scaffold1063 37.6
>scaffold1083 21.1
>scaffold1085 33.3
>scaffold1093 31.0
>scaffold1102 27.0
>scaffold1109 40.1
>scaffold1113 36.9
>scaffold1122 35.0
>scaffold1139 37.4
>scaffold1153 34.6
>scaffold1154 34.8
>scaffold1155 34.2
>scaffold1162 28.3
>scaffold1164 34.0
>scaffold1179 34.1
>scaffold1185 29.8
>scaffold1187 37.4
>scaffold1195 37.2
>scaffold1196 37.2
>scaffold1210 18.9
>scaffold1219 32.7
>scaffold1224 36.3
>scaffold1229 33.3
>scaffold1237 20.3
>scaffold1242 20.1
>scaffold1247 21.2
>scaffold1248 42.3
>scaffold1280 36.1
>scaffold1301 34.1
>scaffold1322 37.8
>scaffold1328 40.7
>scaffold1329 39.3
>scaffold1330 31.0
>scaffold1343 46.5
>scaffold1355 37.3
>scaffold1392 38.6
>scaffold1399 36.1
>scaffold1407 38.0
>scaffold1411 39.8
>scaffold1420 37.5
>scaffold1432 35.0
>scaffold1433 19.3
>scaffold1443 32.2
>scaffold1445 18.6
>scaffold1449 30.1
>scaffold1458 34.8
>scaffold1476 33.6
>scaffold1486 32.6
>scaffold1489 36.7
>scaffold1493 31.6
>scaffold1494 18.7
>scaffold1504 35.5
>scaffold1524 35.7
>scaffold1530 38.9
>scaffold1539 36.5
>scaffold1550 37.1
>scaffold1558 34.6
>scaffold1562 36.4
>scaffold1593 38.3
>scaffold1594 35.8
>scaffold1605 39.3
>scaffold1607 35.2
>scaffold1608 35.1
>scaffold1610 37.8
>scaffold1612 32.4
>scaffold1615 35.7
>scaffold1623 31.1
>scaffold1634 35.6
>scaffold1635 31.4
>scaffold1648 35.2
>scaffold1650 39.3
>scaffold1653 33.4
>scaffold1661 35.6
>scaffold1662 34.3
>scaffold1663 32.5
>scaffold1666 36.4
>scaffold1671 44.0
>scaffold1687 34.7
>scaffold1693 36.1
>scaffold1713 33.7
>scaffold1715 38.4
>scaffold1725 36.0
>scaffold1726 35.2
>scaffold1729 33.8
>scaffold1738 35.0
>scaffold1748 37.6
>scaffold1751 18.8
>scaffold1767 35.8
>scaffold1769 36.1
>scaffold1782 35.1
>scaffold1784 38.7
>scaffold1785 34.4
>scaffold1792 36.2
>scaffold1800 40.8
>scaffold1812 38.9
>scaffold1816 19.6
>scaffold1826 35.9
>scaffold1830 39.2
>scaffold1842 37.0
>scaffold1845 35.2
>scaffold1880 36.8
>scaffold1897 19.2
>scaffold1907 36.9
>scaffold1938 21.0
>scaffold1941 36.2
>scaffold1942 39.9
>scaffold1956 33.1
>scaffold1961 36.1
>scaffold1964 35.4
>scaffold1967 36.5
>scaffold1977 37.6
>scaffold1985 34.2
